Layer Title, Color, Specimen ID
Layer 1, Blue, Untitled

Mode, Integration Time, Boxcar Width, Scans to Average
Reflectance,450 ms,2,1

Wavelength, Raw Spectrometer Data, Calibrated and Averaged Data
345.59109,1466.345625,0%
345.807512991978,1421.2903125,100%
346.023924626503,2568.56240625,100%
346.240324901463,3137.488125,100%
346.456713814747,3647.43234375,100%
346.673091364243,4167.2068125,100%
346.889457547838,4145.49834375,100%
347.10581236342,4189.324875,100%
347.322155808879,4023.43940625,100%
347.5384878821,4094.299125,100%
347.754808580973,4137.7160625,100%
347.971117903386,4134.84890625,100%
348.187415847227,3982.889625,100%
348.403702410383,4070.13309375,100%
348.619977590742,3992.31028125,100%
348.836241386194,4002.550125,0%
349.052493794625,4069.31390625,0%
349.268734813924,4123.789875,0%
349.484964441978,4163.52046875,0%
349.701182676677,4215.12928125,0%
349.917389515907,4173.7603125,0%
350.133584957557,4172.941125,100%
350.349768999515,4205.29903125,0%
350.565941639668,4289.67534375,0%
350.782102875906,4299.50559375,0%
350.998252706115,4386.7490625,0%
351.214391128184,4260.5941875,0%
351.430518140002,4192.19203125,0%
351.646633739455,4167.2068125,0%
351.862737924432,4285.57940625,0%
352.078830692821,4177.85625,0%
352.29491204251,4388.79703125,0%
352.510981971387,4553.8633125,0%
352.72704047734,4507.9888125,0%
352.943087558258,4370.3653125,0%
353.159123212027,4459.24715625,0%
353.375147436536,4351.93359375,0%
353.591160229674,4262.64215625,0%
353.807161589328,4266.73809375,0%
354.023151513386,4368.31734375,0%
354.239129999736,4374.05165625,0%
354.455097046266,4432.21396875,0%
354.671052650865,4369.95571875,0%
354.886996811419,4333.09228125,0%
355.102929525818,4275.3395625,0%
355.31885079195,4243.39125,0%
355.534760607701,4180.3138125,0%
355.750658970961,4254.45028125,0%
355.966545879618,4334.73065625,0%
356.182421331558,4359.30628125,0%
356.398285324671,4365.04059375,0%
356.614137856845,4381.01475,0%
356.829978925967,4378.96678125,0%
357.045808529925,4304.42071875,0%
357.261626666608,4268.37646875,0%
357.477433333903,4312.203,0%
357.693228529699,4354.80075,0%
357.909012251883,4364.631,0%
358.124784498344,4433.44275,0%
358.34054526697,4464.16228125,0%
358.556294555648,4376.50921875,0%
358.772032362267,4394.53134375,0%
358.987758684714,4335.14025,0%
359.203473520878,4394.53134375,0%
359.419176868647,4414.19184375,0%
359.634868725908,4439.99625,0%
359.85054909055,4394.9409375,0%
360.066217960461,4488.73790625,0%
360.281875333528,4405.590375,0%
360.497521207641,4384.70109375,0%
360.713155580686,4403.1328125,0%
360.928778450552,4334.73065625,0%
361.144389815127,4274.92996875,0%
361.359989672298,4333.09228125,0%
361.575578019955,4321.2140625,0%
361.791154855984,4312.203,0%
362.006720178275,4368.31734375,0%
362.222273984714,4392.483375,0%
362.43781627319,4357.66790625,0%
362.653347041591,4286.39859375,0%
362.868866287805,4283.12184375,0%
363.084374009721,4247.4871875,0%
363.299870205225,4222.092375,0%
363.515354872206,4104.9485625,0%
363.730828008553,4179.494625,0%
363.946289612152,4215.94846875,0%
364.161739680893,4309.7454375,0%
364.377178212663,4326.53878125,0%
364.592605205349,4351.11440625,0%
364.808020656841,4373.23246875,0%
365.023424565027,4314.6605625,0%
365.238816927793,4297.86721875,0%
365.454197743029,4305.23990625,0%
365.669567008622,4390.43540625,0%
365.88492472246,4369.546125,0%
366.100270882432,4356.84871875,0%
366.315605486425,4328.58675,0%
366.530928532327,4340.46496875,0%
366.746240018027,4321.62365625,0%
366.961539941412,4300.32478125,0%
367.17682830037,4345.38009375,0%
367.39210509279,4318.34690625,0%
367.607370316559,4279.4355,0%
367.822623969566,4306.4686875,0%
368.037866049698,4359.30628125,0%
368.253096554844,4390.845,0%
368.468315482891,4384.2915,0%
368.683522831728,4389.61621875,0%
368.898718599242,4368.7269375,0%
369.113902783322,4342.10334375,0%
369.329075381855,4353.9815625,0%
369.544236392731,4342.5129375,0%
369.759385813835,4409.27671875,0%
369.974523643058,4437.5386875,0%
370.189649878286,4409.6863125,0%
370.404764517408,4330.63471875,0%
370.619867558311,4333.09228125,0%
370.834958998885,4287.21778125,0%
371.050038837016,4349.885625,0%
371.265107070593,4328.17715625,0%
371.480163697503,4371.59409375,0%
371.695208715636,4370.3653125,0%
371.910242122878,4333.501875,0%
372.125263917118,4227.8266875,0%
372.340274096245,4195.46878125,0%
372.555272658145,4165.97803125,0%
372.770259600706,4127.066625,0%
372.985234921818,4124.19946875,0%
373.200198619368,4088.97440625,0%
373.415150691244,4098.80465625,0%
373.630091135334,4106.17734375,0%
373.845019949526,4086.10725,0%
374.059937131708,4132.8009375,0%
374.274842679768,4195.878375,0%
374.489736591594,4269.60525,0%
374.704618865074,4308.1070625,0%
374.919489498096,4298.68640625,0%
375.134348488549,4194.24,0%
375.349195834319,4242.98165625,0%
375.564031533296,4216.3580625,0%
375.778855583367,4155.32859375,0%
375.993667982421,4313.0221875,0%
376.208468728344,4356.02953125,0%
376.423257819026,4324.90040625,0%
376.638035252354,4345.7896875,0%
376.852801026216,4353.162375,0%
377.067555138501,4322.44284375,0%
377.282297587096,4404.36159375,0%
377.49702836989,4337.5978125,0%
377.711747484769,4299.096,0%
377.926454929624,4377.738,0%
378.141150702341,4399.8560625,0%
378.355834800808,4419.5165625,0%
378.570507222913,4522.7341875,0%
378.785167966545,4544.85225,0%
378.999817029592,4474.402125,0%
379.214454409941,4461.295125,0%
379.429080105481,4442.4538125,0%
379.643694114099,4451.464875,0%
379.858296433684,4531.74525,0%
380.072887062124,4545.26184375,0%
380.287465997306,4514.13271875,0%
380.502033237118,4503.0736875,0%
380.71658877945,4353.57196875,0%
380.931132622188,4265.91890625,0%
381.145664763221,4281.8930625,0%
381.360185200437,4319.16609375,0%
381.574693931723,4357.66790625,0%
381.789190954968,4478.90765625,0%
382.00367626806,4413.78225,0%
382.218149868887,4428.527625,0%
382.432611755336,4433.44275,0%
382.647061925297,4372.822875,0%
382.861500376656,4336.778625,0%
383.075927107303,4412.9630625,0%
383.290342115124,4258.54621875,0%
383.504745398008,4254.45028125,0%
383.719136953843,4207.347,0%
383.933516780517,4219.6348125,0%
384.147884875918,4195.0591875,0%
384.362241237934,4284.76021875,0%
384.576585864453,4282.71225,0%
384.790918753363,4359.30628125,0%
385.005239902552,4317.52771875,0%
385.219549309909,4415.420625,0%
385.43384697332,4442.04421875,0%
385.648132890675,4387.97784375,0%
385.86240705986,4418.697375,0%
386.076669478765,4389.61621875,0%
386.290920145277,4305.23990625,0%
386.505159057285,4340.8745625,0%
386.719386212675,4350.7048125,0%
386.933601609337,4300.734375,0%
387.147805245158,4411.73428125,0%
387.361997118027,4394.12175,0%
387.576177225831,4419.10696875,0%
387.790345566458,4376.50921875,0%
388.004502137796,4315.88934375,0%
388.218646937734,4252.81190625,0%
388.432779964159,4270.01484375,0%
388.64690121496,4191.7824375,0%
388.861010688024,4287.21778125,0%
389.07510838124,4370.3653125,0%
389.289194292495,4315.47975,0%
389.503268419677,4328.58675,0%
389.717330760675,4327.7675625,0%
389.931381313377,4304.011125,0%
390.14542007567,4273.7011875,0%
390.359447045443,4405.590375,0%
390.573462220584,4429.3468125,0%
390.78746559898,4422.38371875,0%
391.001457178519,4370.3653125,0%
391.215436957091,4403.1328125,0%
391.429404932582,4351.11440625,0%
391.64336110288,4254.0406875,0%
391.857305465875,4278.6163125,0%
392.071238019453,4315.47975,0%
392.285158761503,4273.7011875,0%
392.499067689913,4274.11078125,0%
392.71296480257,4298.2768125,0%
392.926850097364,4319.16609375,0%
393.140723572181,4292.5425,0%
393.35458522491,4331.45390625,0%
393.568435053439,4308.1070625,0%
393.782273055656,4388.79703125,0%
393.996099229449,4376.9188125,0%
394.209913572706,4427.29884375,0%
394.423716083314,4440.40584375,0%
394.637506759163,4438.76746875,0%
394.85128559814,4390.0258125,0%
395.065052598133,4391.25459375,0%
395.27880775703,4308.92625,0%
395.492551072719,4264.28053125,0%
395.706282543088,4280.2546875,0%
395.920002166025,4287.627375,0%
396.133709939418,4215.12928125,0%
396.347405861155,4327.7675625,0%
396.561089929125,4337.18821875,0%
396.774762141215,4345.7896875,0%
396.988422495313,4356.02953125,0%
397.202070989307,4423.6125,0%
397.415707621085,4353.57196875,0%
397.629332388536,4384.2915,0%
397.842945289547,4308.92625,0%
398.056546322006,4296.22884375,0%
398.270135483802,4306.87828125,0%
398.483712772822,4331.45390625,0%
398.697278186955,4321.2140625,0%
398.910831724087,4409.27671875,0%
399.124373382109,4284.350625,0%
399.337903158906,4351.11440625,0%
399.551421052368,4299.096,0%
399.764927060383,4230.69384375,0%
399.978421180838,4247.07759375,0%
400.191903411622,4411.3246875,0%
400.405373750622,4383.06271875,0%
400.618832195726,4362.992625,0%
400.832278744824,4464.571875,0%
401.045713395802,4403.54240625,0%
401.259136146548,4325.71959375,0%
401.472546994951,4170.4835625,0%
401.685945938899,4279.4355,0%
401.899332976279,4263.8709375,0%
402.112708104981,4307.287875,0%
402.32607132289,4372.822875,0%
402.539422627897,4465.3910625,0%
402.752762017888,4462.52390625,0%
