Layer Title, Color, Specimen ID
Layer 1, Blue, Untitled

Mode, Integration Time, Boxcar Width, Scans to Average
Reflectance,450 ms,2,1

Wavelength, Raw Spectrometer Data, Calibrated and Averaged Data
345.59109,1675.2384375,100%
345.807512991978,1728.485625,100%
346.023924626503,3068.26678125,100%
346.240324901463,3768.67209375,100%
346.456713814747,4408.0479375,100%
346.673091364243,4949.94046875,100%
346.889457547838,4919.63053125,0%
347.10581236342,4936.01428125,0%
347.322155808879,4816.8225,0%
347.5384878821,4780.36865625,0%
347.754808580973,4838.9405625,0%
347.971117903386,4858.19146875,0%
348.187415847227,4759.88896875,0%
348.403702410383,4766.44246875,0%
348.619977590742,4727.12146875,100%
348.836241386194,4747.1915625,100%
349.052493794625,4811.0881875,100%
349.268734813924,4790.6085,100%
349.484964441978,4878.67115625,100%
349.701182676677,4954.85559375,100%
349.917389515907,4982.70796875,100%
350.133584957557,4902.8371875,100%
350.349768999515,4950.75965625,100%
350.565941639668,4988.0326875,100%
350.782102875906,4972.468125,100%
350.998252706115,4975.744875,100%
351.214391128184,4940.92940625,100%
351.430518140002,4889.7301875,100%
351.646633739455,4835.6638125,100%
351.862737924432,5038.003125,100%
352.078830692821,4967.14340625,100%
352.29491204251,5106.40528125,100%
352.510981971387,5251.40146875,100%
352.72704047734,5223.54909375,100%
352.943087558258,4968.3721875,100%
353.159123212027,5010.9699375,100%
353.375147436536,5054.386875,100%
353.591160229674,4967.553,100%
353.807161589328,5010.15075,100%
354.023151513386,5146.9550625,100%
354.239129999736,5246.8959375,100%
354.455097046266,5114.1875625,100%
354.671052650865,5100.261375,100%
354.886996811419,5034.726375,100%
355.102929525818,4956.9035625,100%
355.31885079195,4852.45715625,100%
355.534760607701,4815.184125,100%
355.750658970961,4867.20253125,100%
355.966545879618,4986.80390625,100%
356.182421331558,5029.81125,100%
356.398285324671,5052.7485,100%
356.614137856845,5083.46803125,100%
356.829978925967,5089.6119375,100%
357.045808529925,4935.19509375,100%
357.261626666608,4876.21359375,100%
357.477433333903,4911.43865625,100%
357.693228529699,4947.8925,100%
357.909012251883,4902.8371875,100%
358.124784498344,4999.91090625,100%
358.34054526697,5078.55290625,100%
358.556294555648,5002.36846875,100%
358.772032362267,5062.16915625,100%
358.987758684714,4972.468125,100%
359.203473520878,5010.15075,100%
359.419176868647,5010.15075,100%
359.634868725908,4994.5861875,100%
359.85054909055,4967.96259375,100%
360.066217960461,5111.32040625,100%
360.281875333528,5053.97728125,100%
360.497521207641,5019.1618125,100%
360.713155580686,5097.39421875,100%
360.928778450552,5098.623,100%
361.144389815127,5076.5049375,100%
361.359989672298,5150.2318125,100%
361.575578019955,5176.03621875,100%
361.791154855984,5167.84434375,100%
362.006720178275,5097.39421875,100%
362.222273984714,5088.38315625,100%
362.43781627319,5013.01790625,100%
362.653347041591,4977.79284375,100%
362.868866287805,5002.7780625,100%
363.084374009721,4994.99578125,100%
363.299870205225,4997.8629375,100%
363.515354872206,4975.744875,100%
363.730828008553,4974.9256875,100%
363.946289612152,4958.95153125,100%
364.161739680893,5076.5049375,100%
364.377178212663,5050.70053125,100%
364.592605205349,5083.877625,100%
364.808020656841,5097.39421875,100%
365.023424565027,5041.68946875,100%
365.238816927793,5023.66734375,100%
365.454197743029,5059.302,100%
365.669567008622,5039.6415,100%
365.88492472246,5061.7595625,100%
366.100270882432,5035.95515625,100%
366.315605486425,5043.7374375,100%
366.530928532327,5020.8001875,100%
366.746240018027,5028.9920625,100%
366.961539941412,4957.72275,100%
367.17682830037,5005.235625,100%
367.39210509279,4883.58628125,83.7968561064088%
367.607370316559,4880.30953125,78.1838316722035%
367.822623969566,4906.1139375,71.090534979424%
368.037866049698,5028.9920625,75.1697381183318%
368.253096554844,5054.79646875,70.8805579773323%
368.468315482891,5059.302,66.5592264302982%
368.683522831728,5077.324125,64.7843137254905%
368.898718599242,5053.15809375,63.493199713672%
369.113902783322,4964.68584375,59.7262247838616%
369.329075381855,4965.50503125,55.9480894015862%
369.544236392731,4969.191375,58.7535014005603%
369.759385813835,4974.1065,50.2242152466367%
369.974523643058,4959.361125,46.3151587777112%
370.189649878286,4915.9441875,41.2635173591347%
370.404764517408,4956.9035625,46.4544946957008%
370.619867558311,4960.1803125,41.9424850786761%
370.834958998885,4949.12128125,44.6502057613168%
371.050038837016,5028.9920625,42.1236291126619%
371.265107070593,5094.93665625,45.1535508637236%
371.480163697503,5014.65628125,37.0989606868504%
371.695208715636,4985.575125,34.2013888888889%
371.910242122878,4962.637875,32.4312714776632%
372.125263917118,4923.72646875,33.7998303647158%
372.340274096245,4866.38334375,31.6218418907905%
372.555272658145,4860.64903125,33.834892232615%
372.770259600706,4855.73390625,33.9837398373984%
372.985234921818,4863.92578125,32.9635499207607%
373.200198619368,4830.7486875,32.2117202268431%
373.415150691244,4794.29484375,28.6973180076629%
373.630091135334,4789.37971875,26.5619291194738%
373.845019949526,4864.335375,31.1111111111111%
374.059937131708,4842.2173125,28.6980231765507%
374.274842679768,4878.2615625,27.9376083188908%
374.489736591594,4961.8186875,28.6129032258065%
374.704618865074,5020.8001875,27.8510217534608%
374.919489498096,4942.1581875,25.6931012250161%
375.134348488549,4899.5604375,29.6911325141149%
375.349195834319,4902.8371875,28.4424379232505%
375.564031533296,4919.2209375,27.1633812228533%
375.778855583367,4868.02171875,27.6705276705277%
375.993667982421,5025.7153125,27.63074984247%
376.208468728344,5037.1839375,23.6093943139679%
376.423257819026,5049.06215625,25.1414204902577%
376.638035252354,5075.68575,28.9205072687906%
376.852801026216,5072.409,29.5426452410383%
377.067555138501,4938.8814375,25.7366771159875%
377.282297587096,5033.49759375,26.7903645833334%
377.49702836989,4991.71903125,24.6523388116308%
377.711747484769,4868.02171875,20.690737833595%
377.926454929624,4908.5715,17.584480600751%
378.141150702341,5003.18765625,19.7409006785934%
378.355834800808,4988.44228125,18.5106382978724%
378.570507222913,5002.36846875,18.2539682539683%
378.785167966545,5049.47175,17.7819083023544%
378.999817029592,5010.9699375,20.2665013944841%
379.214454409941,4998.27253125,21.109733415995%
379.429080105481,4957.72275,21.8607479477045%
379.643694114099,5007.28359375,23.2254047322541%
379.858296433684,5139.17278125,26.2583383869012%
380.072887062124,5121.56025,24.2213486543695%
380.287465997306,5117.05471875,25.7919904363419%
380.502033237118,5126.88496875,25.1123763859754%
380.71658877945,5006.0548125,24.3124634289058%
380.931132622188,4911.0290625,24.9855907780979%
381.145664763221,4960.1803125,24.5374323939653%
381.360185200437,4935.19509375,21.0948695901404%
381.574693931723,5040.4606875,22.7947353682442%
381.789190954968,5126.06578125,21.1707871554418%
382.00367626806,5050.2909375,20.9772535804549%
382.218149868887,5052.33890625,22.5939128050453%
382.432611755336,5036.77434375,21.908315565032%
382.647061925297,4929.46078125,21.1038107752957%
382.861500376656,4901.60840625,22.3910840932117%
383.075927107303,5000.73009375,21.3147914032869%
383.290342115124,4951.57884375,24.8216106014271%
383.504745398008,4976.5640625,25.7998984255967%
383.719136953843,4946.66371875,25.3263052208835%
383.933516780517,4937.2430625,23.8404229752463%
384.147884875918,4877.85196875,22.6644813860922%
384.362241237934,4931.91834375,19.1440404970087%
384.576585864453,4981.88878125,20.5823516336963%
384.790918753363,4994.5861875,19.6161571077885%
385.005239902552,4968.3721875,18.2290490173932%
385.219549309909,5092.0695,19.2003514938488%
385.43384697332,5035.5455625,17.4802813898955%
385.648132890675,4946.254125,15.1444842860156%
385.86240705986,5065.0363125,15.8840342997141%
386.076669478765,5079.7816875,17.2490405978591%
386.290920145277,4998.27253125,15.9879638916751%
386.505159057285,5057.663625,16.9291338582677%
386.719386212675,5058.07321875,16.1753144654088%
386.933601609337,4957.72275,14.8287542340986%
387.147805245158,5024.0769375,14.3459915611814%
387.361997118027,4992.53821875,14.0636168691923%
387.576177225831,5000.73009375,12.5487415809997%
387.790345566458,4972.468125,12.1833534378769%
388.004502137796,4970.42015625,12.3376623376624%
388.218646937734,4904.06596875,11.8724448078496%
388.432779964159,4956.9035625,12.5465436295937%
388.64690121496,4897.102875,12.3472265747415%
388.861010688024,4950.75965625,12.1838371375694%
389.07510838124,4934.7855,11.1495636473067%
389.289194292495,4935.19509375,11.5931189229618%
389.503268419677,4888.0918125,10.149340292881%
389.717330760675,4940.11021875,11.1734193186597%
389.931381313377,4970.82975,11.8920400054802%
390.14542007567,5018.342625,13.0493213277785%
390.359447045443,5138.35359375,13.0787339785508%
390.573462220584,5176.03621875,13.3819317885967%
390.78746559898,5130.16171875,12.8120224146714%
391.001457178519,5040.05109375,12.1576403519643%
391.215436957091,5025.7153125,11.1016121152906%
391.429404932582,4916.35378125,9.75756844771441%
391.64336110288,4816.41290625,9.75694044464925%
391.857305465875,4823.376,9.78509373571102%
392.071238019453,4846.31325,9.09193584820421%
392.285158761503,4826.24315625,10.140907577943%
392.499067689913,4847.951625,10.2522464003464%
392.71296480257,4875.39440625,9.65250965250967%
392.926850097364,4876.21359375,9.21480239018767%
393.140723572181,4914.71540625,9.34806853898409%
393.35458522491,4926.18403125,7.93978748524202%
